ID	Name	Examine
3691		
3692	Climbing Rope	Some of the Sherpa's climbing rope.
3693		
3694	Crate	Looks like the Imperial Guard's supply of Dual Claws.
3695		
3696	Suit of armour	The Imperial Guard's ceremonial armour.
3697	Barrel	A barrel full of swords...
3698		
3699		
3700		
3701		
3702		
3703		
3704		
3705		
3706		
3707		
3708		
3709		
3710		
3711		
3712		
3713		
3714		
3715		
3716		
3717		
3718		
3719		
3720		
3721		
3722	Rocks	A rocky outcrop.
3723	Rocks	A rocky outcrop.
3724		
3725	Gate	A wooden gate.
3726	Gate	A wooden gate.
3727	Gate	A wooden gate.
3728	Gate	A wooden gate.
3729		
3730	Stile	I can climb over the fence with this.
3731		
3732		
3733		
3734		
3735	Cave Entrance	Looks like a small cave.
3736	Cave Exit	The exit to the outside.
3737		
3738		
3739		
3740		
3741	Danger sign	No solicitors!
3742	Danger sign	Danger - Trolls!
3743	Large door	A sturdy wooden door.
3744		
3745	Door	The door is closed.
3746	Door	The door is closed.
3747	Door	A nicely fitted door.
3748	Rocks	A rocky outcrop.
3749		
3750		
3751		
3752	Mysterious glow	Unusual energy is gathered here.
3753		
3754		
3755		
3756		
3757	Cave Entrance	Looks like a small cave.
3758	Cave Exit	The way out.
3759	Cave Entrance	Looks like a small cave.
3760	Cave Exit	The way out.
3761	Exit	The back way out.
3762	Secret Door	The back way into the stronghold.
3763	Cell Door	The door is closed.
3764	Cell Door	The door is open.
3765	Cell Door	The door to Mad Eadgar's cell.
3766		
3767	Cell Door	The door to Godric's cell.
3768		
3769	Fire	Hot!
3770	Window	This window looks down onto the Troll Camp.
3771	Stronghold	The entrance to the Troll Stronghold.
3772	Exit	The way out of the Troll Stronghold.
3773	Exit	The way out of the Troll Stronghold.
3774	Exit	The way out of the Troll Stronghold.
3775	Fire	Looks like stew of some kind...
3776	Door	A door in the Stronghold.
3777	Door	A door in the Stronghold.
3778		
3779		
3780	Prison Door	The door to the prison.
3781		
3782	Arena Entrance	The entrance to the Troll Arena.
3783	Arena Entrance	The entrance to the Troll Arena.
3784		
3785	Arena Exit	The exit to the Troll Arena.
3786	Arena Exit	The exit to the Troll Arena.
3787		
3788	Stone Staircase	I can climb these stairs.
3789	Stone Staircase	They go down.
3790	Rocks	A rocky outcrop.
3791	Rocks	A rocky outcrop.
3792		
3793		
3794	Grass	Looks tasty! If you're a goat, that is.
3795	Grass	Looks tasty! If you're a goat, that is.
3796		
3797	Corpse	Now that's what I call slimline!
3798	Corpse	He looks very relaxed.
3799	Corpse	Now he's just too thin.
3800	Counter	A counter made from a stone block.
3801	Chair	The ideal thing to sit on.
3802	Smashed chair	Not so good for sitting on.
3803	Rocks	A rocky outcrop.
3804	Rocks	A rocky outcrop.
3805	Rocks	They don't seem to roll.
3806	Rocks	They're troll eggs. Or perhaps rocks.
3807	Rocks	These make great pets.
3808	Rocks	It's a troll! Run! No, wait, it's just a rock.
3809		
3810	Storeroom Door	The door to the storeroom.
3811		
3812		
3813	Crate	It probably hasn't got anything interesting inside.
3814	Crates	They probably haven't got anything interesting inside.
3815	Crates	They probably haven't got anything interesting inside.
3816	Kitchen Drawers	They're closed.
3817	Kitchen Drawers	They're open.
3818		
3819		
3820	Food Trough	It doesn't contain anything particularly appetising.
3821	Rack	Makes you taller.
3822	Goutweed Crate	It's full of dried goutweed.
3823	Sign	Welcome to Mad Eadgar's! If I'm not in, I've probably been captured again.
3824	Troll Stew	I don't want to look too closely at what's cooking in there...
3825	Stalagmites	A limestone ceiling growth.
3826	Stalagmite	A tooth shaped rock formation protruding from the floor.
3827	Tunnel entrance	How am I going to get down there?
3828	Tunnel entrance	How am I going to get down there?
3829	Rope	I hope this holds!
3830	Tunnel entrance	How am I going to get down there?
3831	Tunnel entrance	How am I going to get down there?
3832	Rope	I hope this holds!
3833	Cocoon	It's moving...
3834		
3835		
3836		
3837		
3838		
3839		
3840		
3841		
3842		
3843		
3844		
3845		
3846		
3847		
3848		
3849		
3850		
3851		
3852		
3853		
3854		
3855		
3856	Crate	It's a half buried crate.
3857	Crate	It's a half buried crate.
3858	Fishing rod	It's stuck in the sand.
3859	Fishing rod	It's stuck in the sand.
3860	Barrel	It's full of brightly coloured fish.
3861	Crate	It's full of brightly coloured fish.
3862	Burning bones	It's a pile of burning bones.
3863	Tribal Statue	The tribal statue of Tai Bwo Wannai Village.
3864		
3865		
3866		
3867		
3868		
3869		
3870		
3871		
3872		
3873		
3874		
3875		
3876		
3877		
3878		
3879	Tree	A tree.
3880	Tree stump	It's a tree stump.
3881	Tree	A tree.
3882	Tree	A tree.
3883	Tree	A tree.
3884	Tree stump	It's a tree stump.
3885	Tree	A tree.
3886	Tree	A tree.
3887	Tree	A tree.
3888	Tree	A tree.
3889	Tree	A tree.
3890	Tree	A tree.
3891	Tree	A tree.
3892	Tree	A tree.
3893	Tree	A tree.
3894		
3895		
3896		
3897		
3898		
3899		
3900		
3901	Flowers	A rare flower.
3902	Flowers	Don't flowers make you feel better?
3903	Flowers	A rare flower.
3904	Flowers	Don't flowers make you feel better?
3905	Flowers	A rare flower.
3906	Flowers	Don't flowers make you feel better?
3907		
3908		
3909		
3910		
3911		
3912	Mushroom	Fungal growth.
3913	Mushrooms	Poisonous no doubt.
3914	Mushroom	Poisonous no doubt.
3915	Mushroom	Fungal growth.
3916	Mushrooms	Poisonous no doubt.
3917	Mushroom	Poisonous no doubt.
3918	Elven lamp	The lamp has a glowing crystal at its core.
3919	Twigs	It's a trap!
3920		
3921	Tripwire	A tripwire.
3922	Sticks	An odd-looking group of tied sticks.
3923	Leaves	A pile of leaves.
3924	Leaves	A pile of leaves.
3925	Leaves	A pile of leaves.
3926		
3927	Protruding rocks	Looks like I can climb these.
3928	Tree	It's a tree.
3929	Log balance	I can balance on this log.
3930	Log balance	I can balance on this log.
3931	Log balance	I can balance on this log.
3932	Log balance	I can balance on this log.
3933	Log balance	I can balance on this log.
3934		
3935		
3936		
3937	Dense forest	There are some broken twigs here.
3938	Dense forest	It looks as if the grass here has been flattened.
3939	Dense forest	You notice the leaf litter here has been disturbed.
3940		
3941	Tracks	Tracks in the soil.
3942		
3943		
3944	Huge Gate	You'd need a big siege engine to force that.
3945	Huge Gate	You'd need a big siege engine to force that.
3946	Huge Gate	You'd need a big siege engine to force that.
3947	Huge Gate	You'd need a big siege engine to force that.
3948		
3949		
3950		
3951		
3952		
3953		
3954		
3955		
3956		
3957		
3958		
3959		
3960		
3961		
3962	Sulphur	A yellow crystal structure.
3963	Sulphur	A yellow crystal structure.
3964	Sulphur	A yellow crystal structure.
3965		
3966		
3967	Tree	A tree
3968	Tree	A tree
3969	Pile of skulls	Disturbing but tidy.
3970	Charred bones	I don't even want to think about what did that...
3971	Corpse	Now that's what I call slimline!
3972	Corpse	He looks very relaxed.
3973	Corpse	Now he's just too thin.
3974	Corpse	He hasn't eaten in a long time.
3975	Tar	I don't wanna fall in that!
3976	Catapult	Good for smashing city walls.
3977	Catapult-winch	There's a winch on this side.
3978	Catapult-lever	There's a lever on this side.
3979		
3980	Tent flap	A way to get into the tent.
3981		
3982		
3983	Tent	A tent.
3984	Tent	A tent.
3985	Tent	A tent.
3986	Tent	A tent.
3987	Barrel	A small barrel.
3988		
3989		
3990		
3991		
3992	Standard	A standard of Kandarin.
3993	Standard	A standard of Kandarin.
3994	Small furnace	A small furnace.
3995	Tent wall	A tent wall.
3996	Tent flap	A way to get into the tent.
3997	Tent wall	A tent wall.
3998	Dense forest	It looks as if the grass here has been flattened.
3999	Dense forest	There are some broken twigs here.
4000	Tent roof	A tent roof.
4001	Tent wall	A tent wall.
4002	Tent pole	The charred remains of a tent pole.
4003		
4004	Well	Well of voyage.
4005	Well	Well of voyage.
4006	Cave entrance	It looks like I can squeeze through here.
4007	Cave Exit	The exit to the outside.
4008	Altar	Shrine to the glory of Saradomin.
4009		
4010		
4011		
4012		
4013		
4014		
4015		
4016		
4017		
4018		
4019		
4020		
4021		
4022		
4023		
4024	Barrel	A barrel.
4025	Barrel	A barrel.
4026	Fractionalizing still	A still for fractionalizing oils.
4027	Pile of Rock	A pile of lime rock.
4028	Pile of Rock	A pile of lime rock.
4029	Pile of Rock	A pile of lime rock.
4030	Pile of Rock	A pile of lime rock.
4031	Shantay pass	Looks like a stone doorway to me.
4032		
4033		
4034		
4035	Druid's robes	These clean Druid's robes are drying off.
4036	Druid's robes	These clean Druid's robes are drying off.
4037		
4038		
4039	Laundry Basket	It's full of dirty robes.
4040		
4041		
4042		
4043	Aviary Hatch	Presumably the hatch the zookeeper feeds the parrots through.
4044	Standard	A red standard.
4045		
4046		
4047		
4048	Tree	Spooky!
4049	Tree	Spooky!
4050	Tree	Spooky!
4051	Tree	It doesn't look healthy...
4052	Tree	It's covered in slime.
4053	Tree	It doesn't look healthy...
4054	Tree	It doesn't look healthy...
4055	Huge Mushroom	These fat fungi take up so much room.
4056	Huge Mushroom	These fat fungi take up so much room.
4057	Huge Mushroom	These fat fungi take up so much room.
4058	Obstacle pipe	A pipe I can squeeze through.
4059	Balancing rope	I can balance on this rope.
4060	Hollow tree	It's hollow...
4061	Tree stump	This tree has been cut down.
4062	Shelf	Strange items are stored here.
4063	Sink	Ideal for washing things in.
4064	Smashed table	This table has seen better days.
4065	Stone stand	It looks very ornamental in a practical 'solid rock' way.
4066	Signpost	Welcome to Mort'ton
4067	Warning sign	Danger! Sickness and affliction... stay away!
4068	Broken Wall	Looks like a pile of ancient rubble.
4069	Temple wall	The starting of a wall.
4070	Temple wall	The starting of a wall.
4071	Temple wall	The starting of a wall.
4072	Temple wall	The starting of a wall.
4073	Temple wall	The starting of a wall.
4074	Temple wall	The starting of a wall.
4075	Temple wall	The starting of a wall.
4076	Temple wall	The starting of a wall.
4077	Temple wall	It's nearly a wall.
4078	Temple wall	A rebuilt wall.
4079	Broken Wall	The broken wall of a desecrated temple.
4080	Temple wall	The partially repaired wall of a desecrated temple.
4081	Temple wall	The partially repaired wall of a desecrated temple.
4082	Temple wall	The partially repaired wall of a desecrated temple.
4083	Temple wall	The partially repaired wall of a desecrated temple.
4084	Temple wall	The partially repaired wall of a desecrated temple.
4085	Temple wall	The partially repaired wall of a desecrated temple.
4086	Temple wall	The partially repaired wall of a desecrated temple.
4087	Temple wall	The partially repaired wall of a desecrated temple.
4088	Temple wall	The nearly repaired wall of a desecrated temple.
4089	Temple wall	The repaired wall of a temple.
4090	Flaming Fire altar	A flaming Fire altar.
4091	Fire altar	An ancient Fire altar.
4092	Broken Fire altar	An ancient, totally desecrated, broken down fire altar.
4093	Funeral Pyre	A place to cremate the dead. Needs some wood.
4094	Funeral Pyre	A place to cremate the dead. Needs a body.
4095	Funeral Pyre	A place to cremate the dead. Needs a body.
4096	Funeral Pyre	A place to cremate the dead. Needs a body.
4097	Funeral Pyre	A place to cremate the dead. Needs a body.
4098	Funeral Pyre	A place to cremate the dead. Needs a body.
4099	Funeral Pyre	A place to cremate the dead. Needs a body.
4100	Funeral Pyre	A place to cremate the dead. Needs a light.
4101	Funeral Pyre	A place to cremate the dead. Needs a light.
4102	Funeral Pyre	A place to cremate the dead. Needs a light.
4103	Funeral Pyre	A place to cremate the dead. Needs a light.
4104	Funeral Pyre	A place to cremate the dead. Needs a light.
4105	Funeral Pyre	A place to cremate the dead. Needs a light.
4106	Solid bronze door	Heavy metal!
4107	Solid steel door	Heavy metal!
4108	Solid black door	Heavy metal!
4109	Solid silver door	Heavy metal!
4110		
4111	Bronze Chest	A strangely decorated bronze chest, the lock is painted blood red.
4112	Bronze Chest	A strangely decorated chest, the lock is painted brown.
4113	Bronze Chest	A strangely decorated chest, the lock is painted crimson.
4114	Bronze Chest	A strangely decorated chest, the lock is painted black.
4115	Bronze Chest	A strangely decorated chest, the lock is painted purple.
4116	Steel Chest	A strangely decorated steel chest, the lock is painted blood red.
4117	Steel Chest	A strangely decorated steel chest, the lock is painted brown.
4118	Steel Chest	A strangely decorated steel chest, the lock is painted crimson.
4119	Steel Chest	A strangely decorated steel chest, the lock is painted black.
4120	Steel Chest	A strangely decorated steel chest, the lock is painted purple.
4121	Black Chest	A strangely decorated black chest, the lock is painted blood red.
4122	Black Chest	A strangely decorated black chest, the lock is painted brown.
4123	Black Chest	A strangely decorated black chest, the lock is painted crimson.
4124	Black Chest	A strangely decorated black chest, the lock is painted black.
4125	Black Chest	A strangely decorated black chest, the lock is painted purple.
4126	Silver Chest	A strangely decorated silver chest, the lock is painted blood red.
4127	Silver Chest	A strangely decorated silver chest, the lock is painted brown.
4128	Silver Chest	A strangely decorated silver chest, the lock is painted crimson.
4129	Silver Chest	A strangely decorated silver chest, the lock is painted black.
4130	Silver Chest	A strangely decorated silver chest, the lock is painted purple.
4131	Bronze Chest	A strangely decorated bronze chest, the open lock is painted blood red.
4132	Wooden doors	These doors look very ominous. A sign says 'To the tombs'.
4133	Wooden doors	These doors look very ominous. A sign says 'To the tombs'.
4134	Hillside entrance	Large doors set into the hillside.
4135	Hillside entrance	Large doors set into the hillside.
4136		
4137		
4138	Counter	Items are for sale here.
4139	Gate	Entrance to the Duel Arena.
4140	Gate	Entrance to the Duel Arena.
4141	Strange altar	This seems to be some kind of shrine.
4142	Swaying tree	The wind makes a musical sound as it blows through it...
4143	Danger sign	Danger - Trolls!
4144	Golden tree	Those golden fruit look good enough to eat!
4145		
4146		
4147	Cave Entrance	This must be Lalli's home.
4148	Door	Allows performers backstage at the Longhall.
4149	Lalli's Stew	It smells pretty good actually.
4150	Portal	A portal from this mystical place.
4151	Portal	A portal from this mystical place.
4152	Portal	A portal from this mystical place.
4153	Portal	A portal from this mystical place.
4154	Portal	A portal from this mystical place.
4155	Portal	A portal from this mystical place.
4156	Portal	A portal from this mystical place.
4157	Portal	A portal from this mystical place.
4158	Ladder	Takes me into the maze.
4159	Ladder	Takes me out of the maze.
